ticketid,use_date,start_time,end_time,assignment,comments,repname,repsign,vendorsign,sign_date,equipmentid_id,incidentid_id,vendorid_id
33,2018-11-19 18:16:51,2018-08-27 13:37:02,2018-12-16 09:49:50,water,great,Alana Anthoin,Jordana Stollery,Quintina Ummfrey,2019-01-25 02:03:32,1,94,88
13,2018-11-13 19:27:06,2018-08-11 20:58:07,2018-08-07 20:59:21,water,poor,Charmane McCormick,Hermina Thexton,Kassey Egglestone,2018-09-20 12:37:26,62,36,74
95,2019-02-08 05:33:23,2018-09-23 12:40:09,2018-07-03 16:51:52,monitor crews,great,Nessy Beggio,Gigi Blandamore,Dennis Vallender,2018-12-18 08:01:29,88,28,6
34,2019-01-26 00:20:52,2018-05-17 05:40:12,2018-07-12 21:16:10,monitor crews,exceptional,Shawn Pescud,Margery Couvet,Kendrick Eastop,2019-03-31 12:42:34,29,74,32
40,2019-02-09 23:54:07,2018-07-26 16:37:19,2018-05-02 18:06:10,water,unacceptable,Hermione Breffit,Imojean Piscopello,Skell Degoix,2018-06-04 03:14:05,79,27,45
38,2019-03-30 09:24:35,2018-05-31 03:15:36,2018-10-18 06:39:29,monitor crews,great,Fredericka Elwel,Othilie Lace,Joni Edginton,2018-09-17 09:39:16,94,92,93
25,2018-11-06 08:12:23,2018-07-16 17:10:15,2019-01-31 07:15:19,monitor crews,unacceptable,Thelma Scoone,El Stading,Lexie Souter,2018-11-13 03:40:19,46,33,12
4,2018-12-26 20:31:54,2018-06-22 20:12:52,2018-12-29 13:06:18,cut brush,poor,Layla Masse,Huey Aykroyd,Amery Brameld,2018-06-20 16:27:30,99,50,28
19,2019-03-15 08:35:05,2018-12-31 14:33:30,2018-12-20 19:15:51,monitor crews,unacceptable,Doug Poyner,Simone Blazi,Crosby Meachem,2018-11-06 04:40:44,62,97,3
96,2019-01-19 00:28:22,2018-12-01 06:35:37,2019-02-21 06:11:48,monitor crews,exceptional,Maude Mowatt,Pandora Courtier,Gisela Patrono,2019-03-05 20:28:44,69,19,80
77,2018-05-13 15:37:50,2018-08-25 22:31:27,2019-02-24 06:45:51,monitor crews,unacceptable,Ruthie Abbey,Peg Noot,Mada Fidell,2018-10-18 01:44:21,86,97,80
51,2018-08-19 17:30:49,2018-07-04 03:36:45,2018-07-24 17:51:14,cut brush,exceptional,Bambie Mapletoft,Salome Likely,El Raubenheim,2018-08-13 19:15:48,88,20,49
13,2019-02-25 08:18:19,2018-06-26 07:05:13,2019-02-08 10:58:53,cut brush,great,Karlis Dawdary,Heywood Edmed,Ralf Hug,2019-01-10 20:47:40,97,28,92
5,2018-12-09 00:58:22,2018-06-23 22:32:02,2018-06-12 13:11:41,water,poor,Sig Just,Fancy Gallen,Magnum von Nassau,2018-12-04 01:06:27,75,38,42
79,2018-11-03 19:16:16,2019-03-28 03:20:30,2018-08-30 09:53:21,monitor crews,great,Mikey Fidian,Tanner Scarman,Delly Brailey,2018-10-14 09:25:09,18,11,19
50,2018-06-19 16:57:17,2018-11-23 02:55:00,2018-07-27 13:42:17,monitor crews,poor,Marney Joslyn,Osborn Beville,Arleyne Biggadyke,2018-04-25 21:08:10,44,21,38
53,2018-12-24 10:09:05,2018-12-06 03:26:04,2018-10-06 09:14:32,cut brush,exceptional,Virgilio Britch,Margo Bediss,Scottie Van Hove,2019-03-29 09:24:15,5,83,55
73,2018-09-22 05:26:03,2018-05-03 01:03:36,2018-08-19 14:53:14,water,great,Sholom Brok,Sharia Choake,Colver Sommerfeld,2018-08-10 12:40:17,6,26,91
37,2018-08-15 19:33:04,2019-03-09 16:02:22,2019-01-20 02:32:06,cut brush,unacceptable,Gordon Ouver,Zak Belleny,Celeste Spencock,2018-12-17 09:50:58,42,89,11
96,2018-08-25 18:00:37,2019-02-20 04:12:55,2019-01-06 06:56:40,monitor crews,unacceptable,Banky Prestney,Ricardo Bruford,Lil Pautot,2018-12-02 03:36:33,97,21,89
24,2018-07-25 06:59:32,2019-02-03 01:30:14,2018-07-11 07:45:07,monitor crews,great,Eba Davenell,Aveline Whitelaw,Ashia Andreasson,2019-01-09 01:14:38,44,46,22
12,2019-01-19 07:38:20,2019-01-26 02:17:12,2018-12-22 21:18:48,water,poor,Clayborn Siggin,Kali Ollerhad,Lorrayne Behnecke,2018-08-26 00:45:13,61,32,7
71,2018-11-25 05:20:24,2018-06-08 17:39:52,2018-07-15 13:04:30,water,great,Maurene Redpath,Claudianus Carletto,Barb Morecombe,2018-12-10 15:28:21,93,13,78
80,2018-08-14 19:19:58,2018-11-13 10:54:57,2018-10-21 04:59:28,cut brush,great,Catherina McReedy,Celka Jirek,Marilee Lumsdaine,2018-10-18 15:00:08,87,47,3
13,2018-08-30 08:41:54,2018-10-09 15:38:36,2019-02-09 18:37:51,water,exceptional,Darbie Hawyes,Bruno Klyner,Stefa MacInherney,2018-07-22 22:18:30,54,40,66
76,2019-02-25 05:37:08,2019-01-29 04:05:00,2018-07-11 21:06:20,monitor crews,exceptional,Ellary Dicty,Davie Pranger,Freemon Arbon,2018-10-13 22:24:44,17,41,33
60,2018-12-12 04:13:38,2018-08-10 23:04:02,2018-05-10 21:54:02,cut brush,poor,Schuyler Gallear,Ceciley Yakovitch,Natka Duddridge,2018-12-01 21:16:56,53,12,61
4,2019-03-10 20:22:54,2018-07-04 09:18:48,2018-10-01 15:34:00,monitor crews,poor,Alissa Fall,Gay Elder,Hobie Ruttgers,2019-03-24 11:53:50,75,64,61
21,2019-01-11 09:54:35,2018-11-23 04:29:31,2018-04-19 21:45:41,water,poor,Guglielmo Le Guin,Felisha Smalcombe,Nels Hawke,2018-04-14 23:17:32,4,61,36
28,2019-01-31 22:09:17,2018-09-26 21:34:07,2018-08-29 13:05:44,monitor crews,exceptional,Leesa Kneeland,Averil Andover,Byrom Duer,2018-05-24 07:20:36,67,67,84
13,2018-05-27 01:56:35,2019-02-13 01:02:23,2019-04-02 06:29:45,monitor crews,great,Evelina Feria,Patrizia Guilayn,Chiquia Head,2018-06-20 16:43:32,92,45,95
61,2018-12-24 00:46:51,2018-08-27 15:34:59,2018-12-26 09:47:07,monitor crews,great,Cedric Parkhouse,Edward Skitterel,Yul Plevin,2019-01-28 09:47:54,61,12,52
20,2018-10-03 16:53:53,2018-11-30 13:31:23,2018-04-14 17:34:39,cut brush,poor,Michaella Minker,Joya Smitherham,Richmound MacNair,2019-03-07 18:54:00,39,82,97
98,2018-04-19 08:02:00,2018-05-23 14:43:31,2018-06-13 09:32:00,monitor crews,exceptional,Storm Dutch,Theressa Guerreau,Donovan Jonke,2018-06-29 21:48:17,93,28,61
19,2018-05-28 09:28:52,2018-10-07 16:10:54,2018-12-01 19:26:45,water,poor,Otho Locke,Reube Withringten,Chuck Noto,2018-08-01 03:26:58,22,55,83
100,2018-05-05 02:00:17,2019-03-18 16:37:28,2018-09-16 17:25:27,cut brush,poor,Lee Knibley,Suzanne Gaughan,Arlin McCrorie,2018-05-07 11:15:21,33,45,46
65,2018-12-04 05:45:04,2019-04-01 00:37:49,2019-03-31 18:16:35,monitor crews,great,Maggie Sarfat,Abeu Gatherer,Gael Haukey,2018-10-30 14:08:30,69,44,24
24,2018-08-28 06:47:16,2018-05-07 15:23:06,2019-01-25 17:16:41,water,great,Gennifer Heath,Ema Gundry,Gussie Grocutt,2018-06-30 12:48:10,3,25,1
30,2018-04-14 23:10:48,2018-05-20 21:54:38,2018-06-29 18:24:43,monitor crews,poor,Alexio Serridge,Casar Sayton,Timothea Fayerbrother,2019-02-06 03:38:57,1,79,38
74,2018-12-30 12:06:58,2018-10-09 09:57:53,2018-11-18 09:18:52,cut brush,exceptional,Barnebas Warden,Deni Nairn,Janel Slowan,2019-03-02 04:49:04,72,96,55
100,2019-01-19 05:48:42,2019-02-10 11:13:07,2019-01-31 03:10:40,water,unacceptable,Alain Wassell,Minna Spykins,Arlin Bausmann,2018-04-19 20:14:21,48,12,91
33,2019-01-24 07:17:55,2018-07-22 23:14:22,2018-10-22 10:13:41,cut brush,exceptional,Shem Hinstock,Belia Nice,Ban Sayward,2018-05-12 18:20:43,43,82,28
51,2018-12-28 15:57:51,2018-09-19 04:06:31,2018-06-15 14:15:55,monitor crews,unacceptable,Jakie Applegate,Austina Styles,Hall Pecht,2018-08-03 16:40:31,93,50,4
43,2018-11-02 19:23:33,2018-10-31 17:45:01,2018-12-14 17:20:05,cut brush,poor,Margarethe Gumley,Twila Albon,Leonidas Uccello,2018-10-02 20:45:21,1,55,65
4,2018-06-21 02:06:13,2018-05-05 01:49:42,2018-07-12 15:04:13,monitor crews,poor,Holly Glenny,Helaine Powe,Darline Budding,2018-10-07 23:08:19,100,57,34
10,2018-05-05 11:41:59,2018-07-28 07:56:51,2018-06-29 03:16:41,monitor crews,unacceptable,Judy McMonnies,Claiborne Buffy,Reynard Oakenfall,2018-09-25 06:50:03,36,47,42
34,2018-05-02 09:10:55,2018-06-05 21:02:42,2018-06-16 06:38:10,monitor crews,unacceptable,Doralia Raffan,Cathi Pearn,Erskine Boyer,2018-11-04 17:50:15,17,10,12
47,2019-03-16 22:14:08,2018-05-24 05:04:59,2018-08-07 17:14:44,monitor crews,exceptional,Raddy Mallabone,Alford Palphreyman,Loria Davidson,2018-06-20 04:02:58,85,33,93
89,2019-03-27 07:11:36,2018-06-18 18:02:27,2018-10-21 14:01:35,cut brush,exceptional,Helenka Powland,Jacquelin Whebell,Clea Coady,2019-02-15 01:59:15,71,55,45
67,2019-01-30 18:44:06,2018-04-24 07:49:10,2019-04-06 21:55:08,monitor crews,poor,Noam Lippett,Yves Longley,Sam Sandey,2018-12-07 06:58:20,59,93,34
7,2019-04-02 15:48:20,2018-08-05 10:03:17,2018-06-02 19:48:57,monitor crews,unacceptable,Washington Jirka,Pren Cowling,Roger Hamlett,2018-07-28 18:14:36,69,19,47
63,2018-08-11 04:37:39,2018-10-03 00:40:07,2018-12-06 21:48:05,cut brush,unacceptable,Janie Strephan,Cirstoforo Josephs,Vivi Mannin,2018-11-10 05:05:36,80,16,41
24,2019-02-07 12:00:32,2018-08-11 13:46:15,2018-10-07 00:02:46,water,great,Glennis Melland,Leigh Wreak,Skylar Hastie,2018-05-22 22:07:19,83,13,89
99,2018-07-28 07:07:58,2018-04-20 07:00:30,2018-11-08 17:12:43,monitor crews,poor,Hulda Gabel,Malchy Noke,Teriann Longfut,2018-09-22 13:00:24,55,74,24
4,2018-09-18 07:06:21,2018-07-18 12:52:01,2018-12-19 02:30:55,water,exceptional,Jacinthe Guerrieri,Mollie Thornborrow,Aymer Lamperti,2018-12-12 22:14:43,94,94,57
54,2018-07-08 02:32:53,2018-10-29 04:29:41,2019-03-09 13:14:42,monitor crews,exceptional,Jonathon Ingliss,Merwyn Dincke,Monah Doog,2018-06-04 13:51:51,50,53,65
69,2018-06-12 02:50:50,2018-07-18 03:52:47,2018-05-01 22:17:09,cut brush,exceptional,Skell Cuniam,Homer Vasnetsov,Almeta Jemison,2019-02-15 19:21:41,70,86,45
14,2019-01-26 09:14:30,2018-11-19 09:43:57,2018-06-26 22:20:16,cut brush,great,Paddie Gerbel,Emilee Overland,Lizzie MacElholm,2018-05-23 05:28:43,90,1,39
20,2018-08-23 15:57:13,2018-12-28 13:36:53,2019-02-20 07:35:42,monitor crews,great,Kelby Sheilds,Pauline Elan,Tim Corstorphine,2018-07-18 07:18:24,70,84,2
76,2019-02-05 17:44:12,2018-05-04 21:11:12,2018-12-12 18:35:19,cut brush,poor,Huntlee Gieraths,Jasper Sieb,Linea Gethyn,2018-10-17 19:35:54,69,44,78
98,2018-04-13 11:29:34,2018-08-12 14:43:45,2018-06-12 22:03:26,water,great,Germaine Rassmann,Marney Sall,Caria Wesker,2018-09-11 01:32:40,1,12,17
7,2018-08-02 23:31:12,2018-08-29 21:39:11,2018-06-27 15:26:39,monitor crews,great,Madalyn Gapp,Jdavie Allabush,Olwen Knibb,2018-04-17 13:15:39,60,77,14
73,2019-03-31 07:16:26,2019-01-15 09:56:13,2018-12-14 18:09:53,monitor crews,great,Sascha Manthroppe,Ana MacElroy,Stephani Aymes,2018-08-17 19:28:09,37,85,23
12,2018-06-08 01:46:34,2018-12-17 00:35:12,2018-06-07 01:30:38,monitor crews,exceptional,Paolo Coleford,Tove Bargery,Priscella Storms,2018-10-01 12:36:42,14,37,35
20,2018-12-13 03:28:10,2018-05-03 03:05:00,2019-02-01 05:58:45,water,unacceptable,Marc Parzizek,Paddie Christofle,Rhody Benettelli,2018-09-20 22:05:11,65,95,95
38,2019-03-13 23:07:19,2018-07-30 09:59:00,2018-06-20 22:16:24,water,great,Reyna Rigardeau,Forester McLugaish,Alleen Lodder,2018-12-10 19:27:43,19,90,68
44,2018-09-24 05:31:11,2018-10-29 10:44:30,2018-11-04 04:33:18,monitor crews,poor,Claiborn Hemeret,Wendye Wadham,Andriana O'Shee,2019-03-17 23:01:21,99,68,2
37,2018-07-30 03:51:40,2018-09-13 11:38:05,2019-02-14 09:16:27,cut brush,exceptional,Eryn Arnaud,Lilia Eich,Reynard Flag,2018-09-09 21:06:56,67,77,37
39,2018-11-16 16:15:47,2018-10-28 00:05:18,2018-11-17 00:46:41,cut brush,poor,Yancy Martynov,Claudina Skeech,Chas Mayworth,2018-08-17 21:33:32,10,68,11
39,2018-08-17 16:19:09,2018-04-24 04:44:46,2018-07-18 08:50:51,cut brush,poor,Kaylil Pembridge,Patin Dugdale,Joannes Drain,2018-12-21 21:34:39,58,44,36
52,2018-06-05 01:15:05,2018-06-10 18:01:35,2018-10-01 09:49:19,cut brush,exceptional,Demetri Gillison,Laurella Charrette,Jaime Oxton,2018-12-28 19:53:45,28,63,12
50,2018-08-13 18:25:32,2018-10-29 16:25:41,2019-02-18 16:07:44,monitor crews,poor,Franz Winsiowiecki,Mellie Hawkes,Eli Braitling,2019-01-14 20:20:44,15,71,100
77,2018-12-04 23:06:46,2019-02-05 21:39:33,2018-06-14 23:16:00,water,unacceptable,Alecia Slowgrave,Willetta Tollmache,Gypsy Timbridge,2018-06-03 03:49:58,23,24,3
68,2018-10-17 05:22:02,2018-10-24 06:09:37,2018-07-21 20:31:11,monitor crews,exceptional,Rae Organ,Chevalier Wisam,Tiphany Norster,2018-12-20 16:30:49,44,16,23
100,2019-01-19 07:02:43,2018-11-22 15:00:00,2019-02-24 14:12:00,cut brush,great,Elfrida Dunk,Vance Pringour,Cele Waterhous,2019-02-26 09:35:31,82,90,30
42,2019-02-17 22:14:39,2018-04-25 04:36:52,2019-03-27 01:51:17,monitor crews,poor,Simeon Edison,Jeddy Cavy,Parnell Treagus,2019-03-22 09:58:19,96,79,70
38,2018-08-15 21:43:03,2018-06-21 13:00:16,2019-03-13 15:12:26,water,exceptional,Mendy Corbin,Harwilll McVeagh,Brook Smees,2019-01-26 02:03:04,99,36,76
18,2018-04-13 11:13:05,2018-06-29 17:50:31,2018-12-20 09:27:25,cut brush,poor,Meggi Benedict,Wileen Prothero,Courtenay Hurrion,2018-08-17 10:13:56,52,37,4
39,2018-07-08 14:31:19,2018-06-14 14:50:36,2018-07-20 21:31:55,cut brush,great,Kerstin Amort,Jammal Taw,Lazaro MacAllan,2019-03-27 07:27:49,21,28,57
19,2019-04-01 19:08:59,2018-10-20 23:12:05,2018-08-21 12:05:43,monitor crews,poor,Elmore Musgrove,Betti Trimming,Esteban Lorinez,2018-10-14 09:43:05,59,44,33
4,2019-01-26 19:52:03,2018-11-19 01:14:26,2019-01-18 20:50:58,water,poor,Javier Berrisford,Page Klemt,Pauly Whorall,2018-12-15 17:09:25,73,87,74
89,2019-01-23 00:19:30,2018-10-18 20:32:49,2019-03-11 14:20:38,cut brush,great,Laurie Crommett,Miles Furze,Verile O'Mohun,2018-07-24 03:26:03,12,65,98
33,2018-08-28 04:16:19,2018-05-07 16:17:04,2018-05-21 12:08:44,monitor crews,exceptional,Fernanda Rae,Carolina Baudasso,Averell de Keyser,2019-04-07 10:36:38,36,39,11
31,2019-03-13 20:56:22,2018-07-12 15:05:43,2019-03-21 03:41:14,cut brush,exceptional,Agnese Casbon,Bernadene Normanvill,Pepito Smewin,2018-04-26 08:03:36,26,41,24
93,2018-05-05 03:02:40,2018-05-18 17:03:30,2018-06-02 15:23:32,cut brush,poor,Finley Fidelli,Moise Corey,Anastassia Hedley,2018-07-10 23:50:14,23,16,42
85,2018-09-28 21:44:07,2018-04-26 20:34:38,2018-09-20 00:59:18,monitor crews,poor,Anna Butfield,Raffarty Abramin,Clemens McNeice,2018-06-27 14:26:13,6,49,64
52,2018-10-04 18:54:17,2018-11-25 01:11:48,2018-11-08 00:28:08,cut brush,exceptional,Courtnay Ishaki,Jobi Reidshaw,Margo Huitt,2018-04-13 21:25:44,2,8,36
37,2019-03-14 09:24:06,2018-10-19 20:21:38,2018-06-20 03:24:47,monitor crews,exceptional,Kyla Uman,Rhodie Grangier,Inness Miquelet,2019-01-12 22:07:09,66,30,73
9,2018-07-15 17:21:45,2018-10-25 15:22:13,2018-12-24 06:44:27,monitor crews,exceptional,Emelyne Belford,Dwight Gherardelli,Esther Lamba,2018-04-17 10:27:21,71,47,93
2,2018-06-15 17:48:44,2018-05-02 23:52:28,2018-08-03 17:50:44,water,unacceptable,Randy Espadero,Rhona Peris,Gertrude Bibby,2018-07-31 21:39:52,44,63,92
53,2019-01-01 18:59:51,2018-06-04 02:52:24,2018-07-22 18:15:28,monitor crews,poor,Caz Schuler,Allyn Springer,Luce Palphramand,2018-07-29 23:48:05,30,83,58
69,2018-12-03 03:46:15,2019-02-03 11:36:38,2019-03-14 15:49:15,monitor crews,unacceptable,Gannie Capsey,Aubert Crasswell,Adelaide Leggott,2019-02-13 13:28:39,98,29,60
72,2018-06-04 09:57:47,2018-06-12 06:44:00,2018-08-11 16:23:04,monitor crews,poor,Lucille MacParland,Gretchen Arundel,Roslyn Pauwel,2018-11-06 05:51:45,93,33,98
64,2019-02-20 02:14:23,2018-08-19 15:31:38,2018-08-06 19:01:11,water,exceptional,Erl Raffan,Adham Ogilvie,Brina Baulcombe,2018-06-22 06:11:22,17,41,80
2,2018-07-25 10:48:56,2018-06-13 04:01:38,2018-10-25 21:29:46,water,poor,Norina Thickin,Werner Orriss,Red Tomashov,2018-10-19 12:11:49,56,70,85
41,2019-01-05 05:18:55,2018-12-24 21:30:53,2018-12-05 21:33:58,cut brush,poor,Ennis Lethibridge,Ferd Shankster,Chic O'Glassane,2018-06-13 03:16:12,32,49,10
98,2018-10-26 15:32:29,2018-08-27 21:43:53,2018-06-11 05:08:05,monitor crews,poor,Ebony Arangy,Raychel Batho,Karole Scamel,2018-06-17 22:07:36,4,74,43
6,2019-01-09 05:49:56,2019-02-18 01:29:54,2018-07-02 03:31:14,monitor crews,great,Dulci McNysche,Daisie Talman,Garfield McVanamy,2018-06-29 02:55:37,11,80,58
42,2018-06-27 22:41:54,2018-08-24 01:43:28,2018-10-16 02:35:01,water,exceptional,Bert Padly,Cesare Durdy,Vidovic Waylen,2019-02-18 07:49:18,72,16,91
36,2018-10-23 15:54:12,2018-09-03 19:15:51,2018-08-13 15:39:03,water,exceptional,Eleanora Thayre,Milicent Ker,Damaris Koenraad,2018-06-06 10:38:25,86,20,26
1,2019-03-10 12:02:16,2018-06-12 12:50:38,2018-06-20 06:57:17,water,poor,Eddie Meach,Billye Eilhart,Gaye Opfer,2018-10-01 04:50:07,17,29,72
99,2018-12-04 08:32:52,2018-05-12 13:44:22,2018-06-09 01:21:12,monitor crews,poor,Dara Hupe,Zack Oleksiak,Thorin Garlick,2018-04-28 04:22:45,38,80,66
4,2019-03-25 22:03:23,2019-02-15 12:55:29,2018-09-21 06:36:31,monitor crews,exceptional,Emelia Purle,Garth Grumley,Pascal Worsfold,2018-06-19 14:04:17,100,85,59
70,2018-06-15 18:29:53,2018-09-04 20:02:45,2018-08-28 14:08:28,water,poor,Fifi Bassilashvili,Camellia Caldeiro,Maddalena Russi,2018-11-29 14:36:24,20,79,48
64,2019-01-23 20:06:51,2018-06-29 01:13:08,2019-03-01 20:11:43,monitor crews,exceptional,Art Parradice,Aline Skinley,Christiane Woolsey,2018-11-04 19:26:50,73,82,56
75,2019-01-01 21:13:39,2019-02-18 08:14:12,2018-06-28 09:26:50,monitor crews,great,Kamila Leveritt,Kris Cotmore,Arleta di Rocca,2018-07-25 21:29:56,23,53,12
50,2019-02-19 11:23:45,2019-01-08 00:17:44,2018-11-09 15:07:10,monitor crews,poor,Carmel Bruford,Janaya Dalgleish,Tomaso Castana,2019-02-22 09:22:02,29,62,9
67,2018-04-13 14:16:44,2019-02-04 03:19:44,2018-04-18 12:24:50,monitor crews,exceptional,Audi Grimstead,Richmond Ceely,Malvina Cherm,2018-05-26 19:15:39,49,57,87
14,2018-09-29 22:19:52,2018-09-24 13:33:57,2019-03-23 12:20:38,water,unacceptable,Kriste Eccles,Annissa Scimoni,Keane Kiehl,2018-11-29 20:35:28,54,59,10
40,2018-04-27 00:11:18,2019-02-02 17:40:30,2018-08-24 10:02:38,monitor crews,exceptional,Xenos Gynne,Melany Paul,Mahala Cornbill,2018-06-29 01:06:48,96,41,44
2,2018-09-14 05:10:02,2018-09-10 21:04:04,2018-08-31 09:56:54,water,unacceptable,Shay Bolden,Marji Wimsett,Fifine Opdenort,2019-01-26 02:43:29,51,85,89
86,2019-03-30 01:34:15,2018-06-14 09:08:06,2018-11-21 22:57:46,water,great,Raphaela Phebee,Lana Shickle,Rani Stark,2018-05-27 05:10:13,96,5,35
55,2019-01-13 16:11:38,2019-04-06 02:08:03,2019-03-18 10:42:38,monitor crews,poor,Erin Colleran,Wallache Hamblen,Teodor Rowledge,2018-11-19 16:16:57,56,46,65
71,2019-03-09 16:14:34,2018-08-18 21:20:33,2018-05-25 04:02:19,cut brush,poor,Corny Wolvey,Alric O'Cleary,Jarad Tregien,2019-04-07 04:49:23,63,10,43
78,2018-05-25 21:26:19,2019-03-09 20:19:06,2018-08-19 18:42:52,water,poor,Dinnie Wellbeloved,Giacopo MacKnockiter,Chicky Simoncini,2018-12-22 22:34:03,63,92,47
14,2018-09-08 10:37:59,2019-04-08 08:40:36,2018-12-10 19:55:48,cut brush,great,Matthias Shaylor,Codi Arnott,Ogdan Garfit,2018-12-06 15:22:26,32,90,18
4,2018-08-04 01:56:21,2018-12-12 22:05:40,2018-11-22 10:55:21,cut brush,great,Kare Crichton,Melitta Scanes,Audi Sawter,2018-09-04 02:22:07,67,16,40
22,2018-07-22 21:15:31,2019-04-10 17:14:16,2018-09-11 05:27:55,monitor crews,exceptional,Cherey Minster,Keefe Hounsom,Catlee Constance,2018-09-07 23:38:01,73,71,83
54,2019-01-02 19:42:15,2018-07-24 20:17:44,2018-04-18 18:23:57,cut brush,poor,Miriam Apperley,Bucky Chesley,Noellyn Gerssam,2018-05-11 01:16:37,88,49,2
61,2018-08-04 17:34:49,2018-11-23 12:57:00,2018-10-04 00:51:55,water,great,Koo Di Pietro,Larina Hanselman,Lanny Reeks,2018-09-28 18:13:29,81,77,11
89,2018-07-14 20:06:37,2018-07-17 01:58:43,2018-09-19 13:45:21,monitor crews,unacceptable,Nomi Lindermann,Marline Fierro,Darryl Caveau,2019-02-22 05:51:45,66,51,48
97,2018-09-14 12:58:21,2018-07-25 15:32:54,2018-08-01 08:08:34,monitor crews,poor,Seward Turfitt,Annmarie Trosdall,Mel Petrik,2019-01-21 11:34:36,63,27,95
2,2019-03-15 02:05:58,2018-08-10 01:20:59,2019-01-15 09:38:49,cut brush,great,Celestyn Longshaw,Ted Hazelby,De witt Gilcrist,2019-02-19 04:21:48,70,76,78
4,2018-05-25 22:22:14,2018-05-29 14:29:06,2018-08-09 19:37:16,monitor crews,unacceptable,Chauncey Lawlance,Riannon Tommei,Isidoro Jirusek,2019-03-22 16:57:29,29,99,90
66,2018-04-29 18:58:55,2018-08-24 08:19:10,2018-07-19 19:59:02,water,great,Noelle Skates,Bernete Thunderchief,Fitzgerald Barnewille,2018-08-21 04:43:44,49,86,4
74,2019-03-23 03:00:04,2018-10-28 02:27:42,2018-05-14 21:28:42,monitor crews,poor,Chery Davidof,Sidney Fowlie,Selena Collings,2018-06-27 20:23:30,25,10,62
40,2019-03-11 13:10:10,2018-05-22 04:22:05,2018-11-21 20:15:31,cut brush,exceptional,Lavena Cubitt,Hanna Fitzer,Clementina Dakers,2018-06-05 12:20:26,26,38,38
75,2018-05-10 22:12:14,2018-07-14 07:41:37,2018-06-07 19:44:40,monitor crews,exceptional,Sibby Livard,Aubree Woodeson,Vincent Naldrett,2018-07-24 23:00:33,26,78,88
21,2019-04-07 04:44:17,2018-07-15 12:02:25,2018-04-16 23:42:26,water,poor,Ferrell Barbery,Delmor Mosedale,Moore Colbron,2019-01-25 12:05:48,44,90,74
73,2018-08-07 19:43:09,2018-08-16 12:18:46,2018-09-17 01:12:45,cut brush,unacceptable,Ferne Northage,Kerrill Hatzar,Boote Jonk,2018-04-27 00:09:54,20,97,36
21,2018-05-22 19:00:41,2018-09-13 04:53:32,2019-02-25 23:10:01,monitor crews,unacceptable,Margareta Giannotti,Preston Lamport,Vasily Haysar,2019-03-27 12:13:17,31,11,17
8,2018-07-27 04:43:48,2018-12-31 04:26:47,2019-03-26 20:07:55,monitor crews,unacceptable,Bell Hansed,Elwood Dencs,Morse Blunderfield,2019-01-01 19:15:06,36,26,62
55,2019-03-10 16:44:32,2018-08-21 09:36:46,2018-06-18 22:19:30,monitor crews,poor,Bee Sparkes,Haleigh Simeons,Ingra Petriello,2018-07-16 20:38:51,34,20,40
80,2018-08-21 11:29:38,2019-03-11 02:24:01,2018-08-17 04:08:18,monitor crews,unacceptable,Estrellita Colisbe,Ilise Deerness,Kathryn Dimbleby,2018-06-24 17:43:05,79,51,23
